	GSM802515	GSM802516	GSM802517	GSM802518	GSM802519	GSM802520	GSM802521	GSM802522	GSM802523	GSM802524	GSM802525	GSM802526	GSM802527	GSM802528
55.m04934_at	6.161791199	6.640178319	3.88798173	3.751242572	4.743308279	4.741899125	5.212879422	5.219549143	4.850897089	5.439994205	5.460632578	5.26843869	5.096779	5.241138751
55.m04935_at	3.594552921	3.712092888	3.536711518	3.554022742	4.211575078	4.184657839	3.937997284	3.881358303	4.489581503	4.446588751	3.542970226	3.939481004	4.112111348	4.3427774
55.m04936_at	3.834380885	3.672715252	3.532910417	4.04167148	4.006803698	3.789199705	4.085798606	4.17685453	5.068031445	4.395288601	4.081535414	4.235353752	4.164455332	4.682334171
55.m04936_x_at	3.989588583	3.667177151	3.307948506	3.952167494	3.81586144	3.761735372	4.033318049	4.006550238	4.546520014	4.700098026	4.496413569	4.047813864	4.503445867	4.8132762
55.m04938_at	8.217726057	8.493342455	6.461681808	5.275212595	6.275618012	6.438025079	4.28807269	3.877860526	3.293194737	3.401679897	3.406868912	3.662449068	3.519755117	2.791746322
55.m04942_at	4.044686655	3.931259256	4.088651257	3.577291598	3.981337264	4.052402222	3.786060262	4.45804437	4.365016566	4.290116475	4.551775028	4.317365357	4.894813237	4.964188189
55.m04944_at	4.428622486	3.948849594	3.449900571	3.641800851	4.564967631	4.449542162	3.746212141	3.987018551	3.80487313	4.01926276	4.054068999	4.204135034	4.168800193	4.454315001
55.m04947_at	4.412090283	5.183403724	5.414697901	5.060602757	4.877569129	4.592333061	4.248790465	4.522639482	3.645352695	3.89918328	3.984571659	3.422015853	3.679759724	3.89825167
55.m04948_at	4.559213332	4.794700985	3.489377346	3.844864592	3.795226939	3.849946247	4.02649716	4.293943583	4.125034247	4.293497733	4.656968311	4.352031426	4.348817429	4.20821936
55.m04949_at	3.210366622	2.850253785	3.402588041	3.585026798	3.140996346	3.348286995	2.904373035	3.340857576	2.803066232	3.280288549	3.276583297	3.078037068	3.040877575	3.046309862
55.m04950_at	4.219070485	5.336925362	4.142004445	3.437586229	3.671135856	4.007771265	3.763650582	3.655764418	3.725375245	3.533013938	3.496913289	3.452520429	3.45175091	3.612458264
55.m04953_at	3.875014948	4.051008033	4.286708129	4.347282515	3.864613556	4.220681772	4.121943498	3.661518423	3.554147473	3.690237514	4.007531492	3.689550796	3.273716346	3.569398816
55.m04954_at	6.275106644	7.032178909	5.668701539	4.540206188	4.995455068	5.092598609	5.108120437	5.308626621	4.631662428	5.114569263	5.232938069	4.967628128	4.739884826	4.95330535
55.m04955_at	4.766032377	5.771332922	8.612883212	7.038155125	6.998573051	6.674684687	6.717606558	6.35470832	8.558131996	8.639097107	7.861660451	7.774742941	8.098106618	7.998128864
55.m04957_at	4.961067849	4.968851575	4.514016045	5.010645225	4.038003236	4.372743429	4.57919714	4.469938942	4.348851821	3.977221455	4.2717785	4.313945168	4.059011974	4.121155946
55.m04959_at	4.455672676	4.811614176	4.087824635	3.626118756	4.167347503	4.155973588	4.343118032	4.436496312	3.7621914	4.243943368	4.461642523	4.517711936	4.469813778	4.509969782
55.m04960_at	3.43308712	3.346587468	3.165091372	4.09466247	3.504485167	3.340539194	3.823255588	3.154923899	3.326741365	3.775376037	3.13520715	2.78463833	3.101533877	3.269464557
55.m04962_at	3.762079609	3.569134467	3.246098568	3.753549057	3.789774321	3.75434272	3.493036821	3.437840417	3.521374483	3.443293146	3.420534422	3.296009451	3.840569949	3.76009778
55.m04964_at	3.269487701	3.364961032	3.942487457	4.204428704	4.366954193	4.169815767	3.148150484	3.029942575	3.572701696	3.090084186	2.825720693	3.694468435	3.377476442	3.128113648
55.m04966_at	3.812908936	3.38516309	3.835029565	3.860286965	3.32622276	3.464519589	3.998072832	3.71076711	3.878198106	4.025087753	3.965727183	4.032807254	4.080396808	3.982566453
55.m04967_at	4.121067706	4.479501924	3.485530917	3.49565326	3.533414322	3.452663427	3.595820619	3.492359797	3.896162348	3.773555211	3.727191696	3.681263067	3.635074119	3.797744598
55.m04968_at	4.183608265	3.636051638	5.233289277	5.113252078	4.904379471	4.924877375	4.440421697	4.504655538	4.986613656	4.877662433	4.659340678	4.537540057	4.381571552	4.591679921
55.m04969_at	3.342772936	3.296569962	3.047700604	3.408259855	3.450069878	3.526507818	3.681177864	3.153992246	3.326980483	3.420702992	3.403347073	3.303800388	3.450449667	3.415423637
55.m04970_at	5.255134169	5.144863494	4.070902475	3.486466815	3.865858876	4.018337661	4.713944519	4.678544295	4.763675405	4.534027515	4.842552624	4.42164868	4.540617106	4.594986366
55.m04971_at	6.284634748	6.159477018	4.470084981	4.279584546	4.563111061	4.499066595	4.027451505	3.872466138	4.086660996	4.061107098	4.604913605	4.537525744	4.504510557	4.495383024
55.m04973_at	3.738275526	4.267127052	4.084929872	3.864276138	3.745181822	3.527620063	3.714805905	3.507515633	3.735070502	3.522894767	3.833944641	4.127937128	3.508455206	3.493156322
55.m04975_at	4.046712748	4.334504561	5.793209606	5.413116766	4.948374316	4.782322187	4.087652771	4.104565	4.627956249	4.08841718	4.113286296	4.584552188	4.281917102	3.95172583
55.m04977_at	4.587741739	3.839748607	5.235611924	5.013953973	4.540685064	4.353673196	4.050797298	3.858564298	4.517411709	4.321886092	4.163352922	4.14875552	4.057084631	4.010035613
55.m04978_at	3.783777495	3.876914779	4.065538004	4.167491896	4.1489217	4.312132462	3.728816342	3.775993572	4.419466211	4.368593499	4.389810808	4.145435665	4.116533288	4.480581838
55.m04980_at	3.638345345	3.824703419	3.829671218	3.812069149	5.421757589	5.055184542	3.257617949	3.308136714	3.31256661	3.927579377	3.13975732	3.18496484	3.755055895	4.054179849
55.m04981_at	5.178183758	4.981000079	5.195572387	5.423095179	5.474560233	5.203510112	5.062221216	4.012243761	5.147655536	5.293982134	5.068847384	5.194594004	5.345294346	5.304993512
55.m04984_at	4.08169082	3.693338799	3.818134262	4.087129309	4.072982888	4.022769084	3.524206833	3.662708001	3.94734443	4.09019288	3.720539922	3.551790105	4.082120326	3.997257798
55.m04985_at	3.821665666	3.414191733	4.434011006	5.253495547	5.514994826	5.304201215	3.352332831	3.606993186	4.732967941	4.67339674	3.611500694	3.499620987	3.721634114	3.544756586
55.m04986_at	3.820201232	3.495991785	3.840112212	3.950763769	4.503386249	4.466686758	4.349833376	4.069738263	4.504137367	4.222058786	4.138019032	4.112691548	4.313689878	4.183465217
55.m04987_at	3.743628642	3.524911498	3.701198997	3.485912562	3.60085049	3.756777412	4.028182889	3.556475728	3.652015057	3.720195601	3.515287799	3.238843031	3.456072634	3.306224813
55.m04988_at	3.682651671	3.518351827	3.475528518	3.256445874	3.784644547	3.381633638	3.492766594	3.434329768	3.169188695	3.475768644	4.085644383	3.735321186	3.63435389	3.58259301
55.m04989_at	3.809370271	4.033272186	3.657565867	3.999127611	3.725305227	3.606888153	4.321741345	3.997999258	4.222511609	4.143965056	4.592352693	4.142728329	4.504485857	4.527378683
55.m04990_at	3.387061065	3.495534707	3.518711364	3.431021489	3.009291987	3.313273414	3.473841314	3.467471989	3.694920001	3.419475669	3.237399323	3.350581972	3.716203774	3.956948157
55.m04992_at	4.528019647	4.604521177	3.978069304	4.710323449	4.996946369	4.74919799	3.848209625	3.780182361	3.418032351	3.608706683	3.81578522	3.741793949	4.135643466	4.119534365
55.m04993_at	10.10073812	10.60018803	8.450732072	7.513210794	8.061947178	8.07930602	3.772435902	3.69181262	3.506309414	3.598148003	4.321094734	4.282405788	3.92323349	3.58785075
55.m04995_at	3.740954541	3.804256081	3.996039549	3.957478294	3.604475817	3.302852918	3.556610503	3.687249163	4.021080717	4.036292728	3.501161252	3.925005601	3.663185075	3.954492487
55.m04996_at	3.065888933	3.347237179	3.165014525	2.883949616	3.335841157	3.186878978	3.732435703	3.85209002	3.273615717	3.248800801	3.244983484	3.695711692	3.355280107	3.947492204
55.m04998_at	4.610075431	4.636854879	4.471605717	4.881337872	4.30069842	4.364057569	3.548487173	3.970696111	4.146933703	4.014196598	4.133963436	3.990485579	3.741644323	4.178122019
55.m04999_at	3.468751854	3.390109525	3.40368441	3.238324242	2.997748757	3.435766828	3.227772835	3.404572613	3.114444299	3.055050871	3.207397556	3.140033481	3.559199062	3.431872233
55.m05000_at	5.390078514	5.161825636	4.292477713	4.449926822	4.165174453	3.738396628	6.30547013	6.385055354	6.021710093	6.0567633	6.47049753	6.44297564	6.328798475	6.60263536
55.m05001_at	5.108001244	5.5064759	4.214526458	3.745343592	4.28302667	4.467218981	3.519721628	3.869928058	3.766664272	3.789192541	3.705998905	3.976929357	3.78231385	3.13249445
55.m05002_at	4.857342317	4.933839316	5.320509551	5.564690476	4.920083649	4.824221949	4.633366739	4.294866728	4.856361949	4.700284489	4.401763898	4.529513324	4.765611421	4.626336039
55.m05004_at	5.515822644	5.987756247	6.200208874	6.361550046	7.058414915	7.200531436	8.69047677	8.433653307	8.52347454	8.556594925	8.602106659	8.548115849	8.752836696	8.616443567
55.m05005_at	4.232628201	4.058667804	4.959319869	5.158557151	5.090249315	4.963258484	4.614827857	4.144791544	4.115255087	4.179272824	4.10247911	4.036239581	4.179817027	4.159608307
55.m05006_at	7.350706828	7.413057878	5.457808331	4.300771838	5.986100726	6.186326718	7.928389497	7.663185806	8.276788819	8.315675449	7.998508572	8.036965151	8.213142452	8.192651125
55.m05007_at	4.177247331	4.546352012	4.118872952	4.008240589	3.539535686	3.569195292	5.77215971	5.957736688	5.967211657	5.694757197	7.264251833	7.135176253	6.533608913	6.995673329
55.m05008_at	9.067293771	9.007212766	6.600846414	6.15674743	7.344484597	7.631339259	7.391419249	7.204621477	7.088794277	7.35898693	6.665230827	6.530242324	6.906613275	6.703324769
55.m05009_at	3.305584087	2.989743766	3.851302754	3.715405466	3.975056189	4.052107142	3.563863979	3.635224301	4.197012379	3.790631593	3.934877408	3.849360853	3.89387663	4.147440569
55.m05010_at	3.509962168	3.332905941	3.363075479	3.596300792	3.440225379	4.170916953	3.802879766	3.731463664	3.697793547	3.718791433	3.562571311	3.186069656	3.122909033	3.79578948
55.m05011_at	4.119696755	4.034129242	3.217725926	4.014305373	3.368356111	3.732651137	4.293492037	3.974188204	4.370838015	4.314779869	4.305156541	4.290705248	4.26496059	4.058056692
55.m05012_at	4.598040594	4.781687314	3.183269026	3.430555837	3.211361598	3.515434858	3.436677846	3.261038558	3.781913452	3.534593793	3.565948758	3.074072125	3.232796869	3.116776637
55.m05013_at	3.750894364	3.695525368	3.850606607	3.5954866	2.74510829	3.52344501	3.216640164	3.442713874	3.954297169	3.725662268	3.953489653	3.848171179	3.49423395	3.783729954
55.m05014_at	3.799165004	3.728824473	3.888180403	3.647823033	3.835842049	4.102740007	4.050801568	4.33852777	4.656475991	4.604429078	4.243965457	4.367598604	4.226531425	4.566309568
55.m05015_at	4.430540269	4.251647307	4.644486037	4.436939611	4.215000424	4.523739434	5.028483351	4.929976322	5.015195872	4.897191649	4.546444572	4.781894624	4.842304535	4.922866046
55.m05018_at	3.539245557	3.853145766	3.740753467	3.377270055	3.050291729	3.060705175	3.850213233	3.41809638	3.713005527	3.822762333	3.918121304	4.18451543	3.946518594	4.051917678
55.m05019_at	4.885384044	4.503046866	4.862981922	3.484970579	3.905980932	3.750215789	3.901742916	3.926610793	4.665959944	4.483420669	4.807780345	4.429102892	4.490324629	4.782762789
55.m05020_at	3.828255317	3.93388414	3.824064589	4.098028546	3.809427883	3.700752019	3.840836889	3.914118893	4.10843653	3.962294262	4.353222402	4.317901129	4.244461414	4.327918799
55.m05021_at	3.621281446	3.271073957	4.161237483	3.498022505	3.85736968	3.710370596	3.877828237	4.038621818	4.300945831	4.002902426	3.542651911	3.546415464	3.892729433	3.631725997
55.m05023_at	3.626313195	3.911221249	4.867501407	3.823704279	4.551370678	4.154164855	4.585318649	4.950141075	3.419649765	3.656262127	4.590336303	4.613496445	4.803657504	4.847730047
55.m05024_at	3.916015177	4.087732912	3.81944336	4.387315713	4.55436455	4.25811211	3.96053538	3.817202113	4.077585643	4.159824684	4.05150789	4.173135655	3.712637031	4.094430408
55.m05025_at	4.37212121	3.93747649	5.481949118	5.7973418	5.196410451	4.902284947	4.33530016	4.441822095	4.632828515	4.583155724	4.344866061	4.228766138	4.284780586	4.031571245
55.m05026_at	9.546539597	9.599156363	6.758475806	6.015960114	6.274508518	6.504802166	4.146591407	3.538208202	2.746785217	3.301549047	3.027520126	3.576095105	2.878209543	2.99551976
55.m05027_at	3.873390054	3.517570121	3.216241281	4.241004759	4.536009728	4.626045975	3.789519402	3.837897822	4.241883876	3.920846793	3.457398411	3.350809673	3.410620646	4.141753555
55.m05028_at	7.237283672	7.309671786	5.085200251	4.252219722	7.073081425	7.227822271	8.538399119	8.502458676	8.123357017	8.212520478	8.162509015	8.144528972	8.310441774	8.304537476
55.m05030_at	4.658128166	5.586582003	3.834810177	3.876125313	5.276358631	4.822460669	5.085821211	5.072164963	5.419185003	5.570613649	5.252304744	5.359244612	5.20103959	5.050271251
55.m05032_at	6.395519049	6.586168978	4.028821832	4.361043003	4.94089194	5.207838228	6.282361784	6.167354936	6.477774927	6.456130317	6.222309063	6.082612554	6.235932634	6.246048432
55.m05034_at	3.824535757	3.702429745	3.425148034	4.049228086	3.473274366	3.596226782	3.967569683	3.734366444	3.989319145	3.916449576	4.26022458	4.306063744	4.114239638	4.509237162
55.m05035_at	3.873601997	3.650915508	4.053195959	4.474809877	4.205303532	3.852040904	3.573118309	3.895452011	4.042295423	3.665263421	3.308040232	3.815789938	3.757480962	3.998202434
55.m05036_at	3.804342309	3.51737107	3.157058928	3.552410071	3.74360763	3.852004644	3.98656127	4.008090959	4.365568375	3.811884521	4.099596656	3.930984055	4.267724777	4.072276047
55.m05037_at	4.255844287	3.533945631	4.515623031	3.26449506	3.937392313	3.863823882	3.539502639	3.548173063	3.937124947	3.70083661	3.465459283	3.44656119	3.638055935	3.389906467
55.m05039_at	3.034648983	3.189103389	2.936364415	3.064967232	3.475098002	3.342820338	3.095573094	3.311493105	3.268604483	3.266891797	3.323508056	3.410577471	2.914412992	3.535583525
55.m05040_at	4.674522864	4.898528652	4.527755889	4.493268424	4.495286124	4.782028521	4.797441856	5.279777011	4.257052808	4.428251594	3.680662348	4.200331038	4.006094044	3.946371144
55.m05044_at	3.486057896	3.853291557	4.233085696	3.996504984	3.543850418	3.797906912	3.850447293	3.945124124	3.539063377	3.799524241	2.929701486	3.445731302	3.787036888	3.487846868
55.m05045_at	5.201847617	5.785270462	5.792059167	5.201415995	5.086695798	4.908727108	4.874662648	4.992116743	4.676328426	4.120186816	4.867354091	4.78131893	4.803347713	4.605676482
55.m05046_at	3.347304969	3.778970169	3.585483412	3.661487128	3.389190579	3.671840833	3.784331327	3.986858933	3.36950661	3.860239593	4.090672888	4.096127379	4.315631491	4.094763031
55.m05047_at	3.598657128	3.333483389	3.592527867	3.702714252	3.699737385	3.721465918	3.150492315	3.380357309	3.733537511	3.814749426	3.515216771	3.889224451	3.454354283	3.754610351
55.m05048_at	3.718059603	4.592508288	3.740958942	3.85724418	3.698760536	3.541227689	3.593500158	3.4731604	3.536019283	3.514638149	3.157340412	3.443586288	3.754933447	3.823594339
55.m05049_at	6.51034287	7.158574651	4.990720546	5.085255469	5.669654377	5.794249515	6.158176953	6.113005389	5.278720331	4.983100625	6.711479016	6.680395216	6.532434993	6.582359381
55.m05050_at	6.522566722	6.112767326	4.846511067	4.016052316	4.982302193	4.991411945	4.404631431	4.609835487	4.148250506	4.242542039	4.44829007	4.40693197	4.166422985	4.195921199
55.m05052_at	7.963114209	8.804452765	7.073196482	6.64177155	6.714792884	6.782572078	5.864607398	6.016477104	6.093744041	5.975934838	6.382410214	6.419469916	6.394498366	6.206431969
55.m05053_at	4.211818594	4.272010045	3.848434313	3.62570294	4.838577542	4.985276572	4.850237894	5.132172011	4.330548114	4.152948976	5.015614033	4.929096355	4.688845529	5.189459469
55.m05054_at	3.693838299	3.573806132	3.27816922	3.90791814	4.09169268	4.083255795	3.920256394	4.114639819	3.875409998	4.063182621	3.715903671	3.894433022	3.648525925	3.836816159
55.m05055_at	4.397072841	4.680292429	4.004601574	4.111907309	3.901331881	4.210043348	4.381880253	3.87007661	4.540317075	4.641046092	4.64114009	4.523942841	4.632618966	4.418198147
55.m05056_at	4.39354811	3.86662262	4.160038863	3.717082803	4.232143849	4.486701633	3.507349473	3.542651174	3.952203315	3.690074939	4.149849031	4.013541249	4.005798383	4.047189777
55.m05058_at	8.592915869	9.161957885	6.005714367	5.0679194	5.329880901	5.566411959	4.494337574	4.23854535	3.158174017	3.632129336	4.652619728	4.863074778	4.793250708	4.330132457
55.m05059_at	4.283093105	4.587199496	4.551343746	4.718077243	5.279269034	5.268333206	4.959769328	5.37637958	5.057201293	5.370814083	5.061725503	5.208270475	5.302821979	5.431379722
55.m05060_at	3.465421112	3.722100209	3.240757106	3.378211899	2.91811509	3.235703938	3.602990776	3.837195371	3.661153784	3.507931565	3.739832199	3.603096421	3.469543832	4.131432442
55.m05061_at	3.805180644	3.861318792	3.795921218	3.91435496	3.688947771	4.02909531	4.316089836	3.916499763	3.613604832	4.034867407	3.969049626	4.134981981	4.187559018	3.793225984
55.m05062_at	5.365525508	4.881330265	3.601649263	3.409612947	4.077425622	4.312017697	3.4820473	4.022824534	4.151624106	4.363854622	4.447773616	4.093259278	4.202348817	4.342964065
55.m05063_at	3.960957728	3.78388219	3.840851769	3.605893525	3.632817688	3.930450388	4.075345455	3.646816107	3.843893595	3.769926287	4.0598973	3.727611088	3.825930265	3.470007754
55.m05065_at	2.895619715	3.384875158	3.046318797	2.728982039	3.225386742	2.92912834	2.873613545	2.932486517	2.601976522	3.234413906	2.890352768	2.607390705	2.951320285	3.077051379
55.m05065_x_at	3.168130513	3.019960815	2.766187669	3.009527741	3.099243496	3.203583978	2.767166208	3.121911201	3.241467197	3.102374365	2.94477813	2.84095717	2.943664864	3.480365877
55.m05067_at	5.311751275	5.522278835	4.505323635	4.580586467	5.758013783	5.730503459	7.590883019	7.433078235	6.67579404	6.754844162	6.804157878	6.753663536	7.041241914	7.129596733
55.m05069_at	3.901496563	4.398549178	6.297269481	6.418659638	5.593515392	5.442571762	5.557160386	5.93876104	6.000373594	5.887811331	5.686147595	5.840946921	5.971162178	5.70044258
