	GSM802515	GSM802516	GSM802517	GSM802518	GSM802519	GSM802520	GSM802521	GSM802522	GSM802523	GSM802524	GSM802525	GSM802526	GSM802527	GSM802528
583.m05391_at	8.090852631	7.925854406	5.925397171	6.076880674	5.97413084	6.001471861	4.013781561	3.936734986	3.288677852	3.467286123	4.008131181	3.514960929	3.669426107	3.716925652
583.m05392_at	3.305372892	2.676808304	3.165661001	3.232137841	3.398347383	3.134296807	3.006430691	3.142739828	3.928945182	3.799643289	3.083004132	3.561866616	3.501493249	3.956211554
583.m05393_at	3.90281283	3.939169269	4.148782941	4.167047938	3.900021244	3.877187909	3.986109466	3.879549332	4.116988934	4.109908952	3.899978568	3.741007528	3.730128803	4.05226458
583.m05394_at	3.901222807	3.863882594	4.360540344	3.555570844	4.140605679	3.997303131	3.931770919	4.036290089	4.027786155	3.898114866	3.865303708	3.819079422	3.832357618	3.958545945
583.m05395_at	3.691014868	3.915272112	3.304257101	3.803261946	3.214942323	3.519122036	3.264035145	3.673178597	3.890146218	3.694104825	3.371495085	3.503827946	3.417877452	3.761768403
583.m05396_at	4.756396947	5.073801773	3.816746542	3.88821384	3.815266693	3.637651315	4.527777056	4.676742692	4.447763515	4.333846987	5.012848129	4.929022617	4.836181354	5.005142537
583.m05397_at	5.048314079	5.104723024	4.541576073	4.522937746	3.957384843	4.005623328	5.484111971	5.313615713	4.869183355	4.874106471	5.114523917	5.090649591	4.796840554	4.805081484
583.m05398_at	3.622535155	3.654597496	4.034607888	3.765573175	3.895827885	3.517391501	3.831003558	4.093309341	3.771170458	3.436889841	4.149118297	3.996286326	3.729958073	3.479109644
583.m05399_at	5.57728707	6.086612829	4.672569532	4.835494254	3.653398678	3.864119513	4.611398848	4.330125623	4.097586057	3.862772598	4.496397032	4.56239513	4.419259805	3.977853906
583.m05400_at	4.461587099	4.270404865	4.289912861	3.931841456	4.340260683	4.307919251	4.132107715	3.923024411	3.84319342	3.858900171	3.787425442	3.826304078	3.909884765	3.724629703
583.m05401_at	4.656836678	4.171636122	4.731588533	5.041902646	4.145838069	4.116277715	4.535222343	4.425349096	4.204263394	4.01939452	4.138847852	4.4041513	4.180939069	4.094532946
583.m05402_at	3.44505084	4.103041352	3.862006174	3.78753692	3.982016556	4.00400375	4.705151271	4.870186006	4.558762312	4.292452119	4.190193155	4.728598912	4.276409274	4.31231907
583.m05403_at	5.48765396	4.751713658	4.753538525	4.560869743	4.220033274	4.070389968	3.954595001	3.985159526	3.841799906	3.928940081	4.136667075	4.206278678	3.935757557	3.772757826
583.m05404_at	3.300224265	3.363279725	3.527429535	3.764980147	3.599964293	3.340933575	3.547130602	3.715069469	3.819635045	3.246425054	3.665424821	3.603577117	3.282357198	3.283859207
